ID|Posted_date|Job Title from List|Job Title|Company|Company Logo URL|Country|Location|Skills|Salary Info|Source
127500375|11/11/2025|Data engineer|Инженер по Данным / Data Engineer|MY FREIGHTER|https://hh.uz/employer-logo/3387666.png|Uzbekistan|Ташкент|Airflow, Docker, Excel, Git, PostgreSQL, Power BI, Python, SQL|N/A|hh.uz
126600014|11/15/2025|Data engineer|Data Engineer|АО PAYNET|https://hh.uz/employer-logo/6693279.jpeg|Uzbekistan|Ташкент|Airflow, Oracle, SQL|N/A|hh.uz
127160046|11/15/2025|Data engineer|AI-ML Engineer|ООО NOVA RENESSANS|https://hh.uz/employer-logo/7415902.png|Uzbekistan|Ташкент|N/A|до 10 000 000 so'm за месяц|hh.uz
126829132|11/15/2025|Data engineer|GIS-аналитик геоданных|Гос. корп. Национальный комитет Республики Узбекистан по статистике|N/A|Uzbekistan|Ташкент|Hadoop, NumPy, Pandas, PostgreSQL, Power BI, PyTorch, Python, R, Scikit-learn, Spark, Tableau, TensorFlow|от 1 500 до 2 000 $ за месяц|hh.uz
126926995|11/15/2025|Data engineer|Middle Data Engineer (Azure / Snowflake / SQL)|ООО ZLATA GREENPRODUCT|https://hh.uz/employer-logo-original-round/3443184.png|Uzbekistan|Ташкент|Azure, Oracle, SQL, Snowflake|от 600 до 800 $ за месяц|hh.uz
127507652|11/11/2025|Data engineer|Middle Data Engineer (ETL/ELT Developer)|АО OPEN BANK AJ|https://hh.uz/employer-logo/7490139.png|Uzbekistan|Ташкент|Airflow, BigQuery, ClickHouse, Git, Informatica, Oracle, PostgreSQL, Python, SQL, SSIS, Scala, Snowflake, Talend|N/A|hh.uz
127709823|11/14/2025|Data engineer|Senior Data Scientist|АО Асакабанк|https://hh.uz/employer-logo/3769956.jpeg|Uzbekistan|Ташкент|Airflow, Grafana, NumPy, Pandas, Python, SQL, Scikit-learn|N/A|hh.uz
...
